商家UID,商家名称,collection_time,id,desc,create_time,text_extra,nickname,digg_count,comment_count,collect_count,share_count,tag,转录文本,share_url,has_transcript,video_duration,video_type,create_timestamp
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7514987394261765434,每天来厂里订窗的业主络绎不绝，您还在等什么呢,2025-06-12 17:09:16,[],广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['随拍', '生活记录', '日常vlog']",风景只相当不提。 却我的心却有了回音。 别人假装的你。 就会见庄银河。 风筝的定律定格。,https://www.douyin.com/video/7514987394261765434,True,00:00:16,视频,1749719356
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7514994649997970748,门窗大优惠,2025-06-12 17:37:25,[],广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['随拍', '生活记录', '日常vlog']",,https://www.douyin.com/video/7514994649997970748,False,00:00:16,视频,1749721045
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7514995039937596729,产品好不好，看客户,2025-06-12 17:38:55,[],广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['随拍', '生活记录', '日常vlog']",,https://www.douyin.com/video/7514995039937596729,False,00:00:13,视频,1749721135
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7514995253184417083,日常记录,2025-06-12 17:39:47,[],广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['随拍', '生活记录', '日常vlog']",我以我前身和我的脚踏。 雨晒或是风吹 我相爱。,https://www.douyin.com/video/7514995253184417083,True,00:00:16,视频,1749721187
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7514995396156198202,#性价比超高,2025-06-12 17:40:19,['性价比超高'],广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['居家', '家具家电', '家电']",,https://www.douyin.com/video/7514995396156198202,False,00:00:15,视频,1749721219
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7515013238037204284,#强烈推荐,2025-06-12 18:49:33,['强烈推荐'],广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['居家', '装修设计', '室内装修效果']",by bwd6。,https://www.douyin.com/video/7515013238037204284,True,00:00:10,视频,1749725373
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7515431618216561980,#封阳台,2025-06-13 21:53:05,['封阳台'],广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['随拍', '生活记录', '日常vlog']",门窗源头工厂怎么选。 第一条视频让你少走弯路。 我们是在南宁专业生产系统门窗的源头工厂。 我们拥有完整的生产设备。 主要生产平开窗推拉窗。 电动提升窗阳光房等等。 如果你刚好需要。 欢迎来到OTR门窗慈必考察。,https://www.douyin.com/video/7515431618216561980,True,00:00:22,视频,1749822785
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7516458956916018489,南宁封窗不踩坑，想要封窗的业主有...是批发价[勾引][勾引][勾引][呲牙],2025-06-16 16:19:42,[],广西欧缇雅门窗（贵港）,2,-1,-1,-1,"['居家', '装修设计', '家装主材']",在南年 丰阳台。 如果你想封窗不踩坑。 就要找有口碑 有实力的。 源头工厂。 专业的设备 精细的工艺。 以及严格的质量把控。 为你家的门窗保驾护航。 如果你在南年。 刚好有丰阳台的需求。 来到欧地亚 明天也是 避霸驾。,https://www.douyin.com/video/7516458956916018489,True,00:00:24,视频,1750061982
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7516486410456042809,什么？居然只要300多？#封阳台#系统窗#大玻璃#南宁封阳台,2025-06-16 18:06:11,"['封阳台', '系统窗', '大玻璃', '南宁封阳台']",广西欧缇雅门窗（贵港）,3,-1,-1,-1,"['居家', '装修设计', '家装主材']",门窗行业要变天了。 OTR门窗深耕15年。 原来1000多的门窗现在只要300多。 如果你现在也需要封窗。 赶紧过来OTR。 一平方也是批发价。,https://www.douyin.com/video/7516486410456042809,True,00:00:16,视频,1750068371
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7517198100731219260,源头工厂一平方都是批发价，快来捡漏吧[勾引][勾引][勾引],2025-06-18 16:07:57,[],广西欧缇雅门窗（贵港）,1,-1,-1,-1,"['居家', '装修设计', '家装主材']",买的时候要求摆台的价格。 用的时候要求铁打的品质。 质量好的你说贵了。 价格低的你会怀疑质量。 现在工厂搞活动。 原本一千多一平方的门窗。 现在只要三百五十八。 如果你家也需要风窗。 赶紧过来问问啊。 简陋。,https://www.douyin.com/video/7517198100731219260,True,00:00:19,视频,1750234077
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7517913146147245372,选门窗，就来欧缇雅！#封窗封阳台#系统窗#大玻璃#南宁封阳台,2025-06-20 14:22:44,"['封窗封阳台', '系统窗', '大玻璃', '南宁封阳台']",广西欧缇雅门窗（贵港）,1,-1,-1,-1,"['居家', '装修设计', '家装主材']",人生没有如果。 如果选错将不不错。 选门窗也是一样。 好的门窗。 能让你安心使用几十年。 OPIA门窗行业深耕15年。 拥有先进的设备严格的把控。 如果你也在选门窗。 赶紧过来OPIA看看吧。,https://www.douyin.com/video/7517913146147245372,True,00:00:17,视频,1750400564
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7518656927526751547,业主朋友们看过来！#封窗封阳台#系统窗#大玻璃#南宁封阳台,2025-06-22 14:28:55,"['封窗封阳台', '系统窗', '大玻璃', '南宁封阳台']",广西欧缇雅门窗（贵港）,1,-1,-1,-1,"['居家', '装修设计', '家装主材']",谢谢大家的关注。,https://www.douyin.com/video/7518656927526751547,True,00:00:22,视频,1750573735
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7519354439309823290,记录分享每天发货安装的快乐日常[玫瑰][庆祝][發][太阳],2025-06-24 11:35:37,[],广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['随拍', '生活记录', '日常vlog']",让梦想飞 一起去追。 让我们张开翅膀 勇向前。 让梦想飞 越过海边。,https://www.douyin.com/video/7519354439309823290,True,00:00:23,视频,1750736137
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7519359797456702779,家是心灵的港湾，一扇好的门窗，会让你的幸福指数直线上升,2025-06-24 11:56:24,[],广西欧缇雅门窗（贵港）,3,-1,1,-1,"['随拍', '人物随拍', '单人随拍']",家是新年港湾。 门窗是港湾的守护者。 我一直坚信。 以上好的门窗。 会让家庭的幸福指数直线上升。 我手上有。 众多门窗款式。 能满足你的多样需求。 别犹豫了。 想要找门窗的赶紧。 别来找我。,https://www.douyin.com/video/7519359797456702779,True,00:00:22,视频,1750737384
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7519364573636971836,日常工地,2025-06-24 12:14:56,[],广西欧缇雅门窗（贵港）,1,1,-1,-1,"['随拍', '生活记录', '日常vlog']",,https://www.douyin.com/video/7519364573636971836,False,00:00:24,视频,1750738496
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7519517297254796601,看不见轨道的悬浮六轨推拉窗！#封窗封阳台#系统窗#大玻璃#南宁封阳台,2025-06-24 22:07:35,"['封窗封阳台', '系统窗', '大玻璃', '南宁封阳台']",广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['居家', '装修设计', '家装主材']",观看轨道的推拉窗你见过吗。 这就是六轨悬浮推拉窗隐藏式轨道。 一整个都是这样的窗台辅导。 悬浮轨道更加实用。 圈玉式设计密封防水。 比传统推拉窗还要更好。 高清沙瓦防蚊又通风。 这就是六轨的推拉窗。 这是2025最流行的悬浮六轨推拉窗。 想了解更多门窗知识的。 快来关注我。,https://www.douyin.com/video/7519517297254796601,True,00:00:27,视频,1750774055
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7520076232382238009,颜值超高的一款产品，113系统平开窗...封阳台#系统窗#大玻璃#南宁封阳台,2025-06-26 10:16:32,"['封窗封阳台', '系统窗', '大玻璃', '南宁封阳台']",广西欧缇雅门窗（贵港）,1,-1,-1,-1,"['居家', '装修设计', '家装主材']",原子超高的一款系统平开窗。 你知道是哪一款吗。 OPM 系统113平开窗。 多枪体结构 地后2.0。 采用PA66 尼龙格二条。 无碳工艺 表面细腻 光滑。 标配 全套深圳。 好婆五金 刀青刷宝 防蚊防虫。 可加装开启防盗格。 标配 四翼 圆片。 5加20加5 双层中空 光滑玻璃。 性价比超高的这款。 113系列平开窗。 你不过来看看吗。,https://www.douyin.com/video/7520076232382238009,True,00:00:29,视频,1750904192
4135693055953017,广西欧缇雅门窗（贵港）,2025-08-25 17:09:04,7520586240098667834,120系列平移气密窗，有喜欢的吗？[呲牙],2025-06-27 19:15:38,[],广西欧缇雅门窗（贵港）,-1,-1,-1,-1,"['居家', '装修设计', '家装主材']",想要平开窗的清明性。 又想要推大窗的通风效果。 就选这款。 2025最流行的。 120系列平移清秘窗。 可做玻璃护栏。 缓道格。 折叠上网。 可随机随停。 控制通风面积。 这样的一款平移清秘窗。 你喜欢吗。,https://www.douyin.com/video/7520586240098667834,True,00:00:18,视频,1751022938
