商家UID,商家名称,collection_time,id,desc,create_time,text_extra,nickname,digg_count,comment_count,collect_count,share_count,tag,转录文本,share_url,has_transcript,video_duration,video_type,create_timestamp
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,6972893658681052423,6972893658681052423,2021-06-12 21:08:44,[],佛山欧缇雅系统门窗南宁工厂,6,-1,-1,-1,"['', '', '']","男人可以求,但是,绝对不能投!",https://www.douyin.com/video/6972893658681052423,True,00:00:05,视频,1623503324
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7009596076026105096,南宁的空气值得享受#每个人都在奔赴各自不同的人生,2021-09-19 18:52:47,['每个人都在奔赴各自不同的人生'],佛山欧缇雅系统门窗南宁工厂,8,2,-1,-1,"['随拍', '生活记录', '日常vlog']",人生就要勇敢去拼搏。 是无悔的经过。 坎坷被梦想执着。 风雨再大。,https://www.douyin.com/video/7009596076026105096,True,00:00:12,视频,1632048767
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7026635796052512031,#五星红旗迎风飘扬,2021-11-04 16:55:37,['五星红旗迎风飘扬'],佛山欧缇雅系统门窗南宁工厂,7,-1,-1,-1,"['随拍', '生活记录', '日常vlog']",我多想回到那个夏天。 蝉鸣在天边吹过眼间。 谈恋下夜星空里侧脸。 又记得清风撩过星线。,https://www.douyin.com/video/7026635796052512031,True,00:00:14,视频,1636016137
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7509044982079491362,#主卧套房设计带卫生间 #工程平开门 #平开门厂家批发,2025-05-27 16:49:57,"['主卧套房设计带卫生间', '工程平开门', '平开门厂家批发']",佛山欧缇雅系统门窗南宁工厂,16,-1,4,-1,"['随拍', '生活记录', '日常vlog']",by bwd6。,https://www.douyin.com/video/7509044982079491362,True,00:00:06,视频,1748335797
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7509457644157308160,#铝材厂 #平开窗#推拉门 #平开门#批发,2025-05-28 19:31:06,"['铝材厂', '平开窗', '推拉门', '平开门', '批发']",佛山欧缇雅系统门窗南宁工厂,5,-1,-1,-1,"['随拍', '生活记录', '日常vlog']",谢谢收看。,https://www.douyin.com/video/7509457644157308160,True,00:00:06,视频,1748431866
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7509825097117879587,#生产厂家 #车间一角 #平开门定制 、批发#厂家实拍,2025-05-29 19:17:00,"['生产厂家', '车间一角', '平开门定制', '厂家实拍']",佛山欧缇雅系统门窗南宁工厂,5,-1,1,-1,"['随拍', '生活记录', '日常vlog']",像这风暴太空动荡荡。,https://www.douyin.com/video/7509825097117879587,True,00:00:07,视频,1748517420
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7510193671854705935,#源头实力厂家 #车间实拍 #火力全开 #平开门批发,2025-05-30 19:07:16,"['源头实力厂家', '车间实拍', '火力全开']",佛山欧缇雅系统门窗南宁工厂,7,-1,2,-1,"['随拍', '生活记录', '日常vlog']",Tiki tiki tiki tiki tak tak tak tiki tiki。,https://www.douyin.com/video/7510193671854705935,True,00:00:05,视频,1748603236
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7510557235030838580,#生产厂家 #车间实拍 #与众不同 #平开门批发厂家,2025-05-31 18:38:01,"['生产厂家', '车间实拍', '与众不同', '平开门批发厂家']",佛山欧缇雅系统门窗南宁工厂,18,-1,3,-1,"['随拍', '生活记录', '日常vlog']",喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵喵�。,https://www.douyin.com/video/7510557235030838580,True,00:00:07,视频,1748687881
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7511289370847038720,#源头实力厂家 #自家工厂 #系统门窗 #车间实拍 #平开门批发厂家,2025-06-02 17:59:06,"['源头实力厂家', '自家工厂', '系统门窗', '车间实拍', '平开门批发厂家']",佛山欧缇雅系统门窗南宁工厂,14,-1,2,-1,"['随拍', '生活记录', '日常vlog']",,https://www.douyin.com/video/7511289370847038720,False,00:00:06,视频,1748858346
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7512041490912021812,#生产厂家 #门窗 #实拍 #平开门批发,2025-06-04 18:37:43,"['生产厂家', '门窗', '实拍']",佛山欧缇雅系统门窗南宁工厂,6,-1,1,1,"['随拍', '生活记录', '日常vlog']",,https://www.douyin.com/video/7512041490912021812,False,00:00:05,视频,1749033463
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7512404328260488483,#源头实力厂家 #系统门窗 #源头工厂 #平开门批发#工程门,2025-06-05 18:05:47,"['源头实力厂家', '系统门窗', '源头工厂', '工程门']",佛山欧缇雅系统门窗南宁工厂,88,41,49,8,"['居家', '装修设计', '家装主材']",卫生间门批发工程们28乘65系列0.6后158元糖0.8后208元糖1.0后238元糖1.2后258元糖1.4后278元糖30乘65系列0.8后198元糖。,https://www.douyin.com/video/7512404328260488483,True,00:00:17,视频,1749117947
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7513020050103291171,#源头工厂 #车间实拍 #工厂实拍视频 #平开门批发,2025-06-07 09:55:04,"['源头工厂', '车间实拍', '工厂实拍视频']",佛山欧缇雅系统门窗南宁工厂,2,1,1,1,"['居家', '装修设计', '家装主材']",有人奔着我们的口碑来。 有人奔着我们的服务来。 有人奔着我们的人情来。 也有人奔着我们的价格来。 在这个浮躁的年代。 我们只奔着专业 品质 服务 口碑。 为你而来。,https://www.douyin.com/video/7513020050103291171,True,00:00:11,视频,1749261304
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7513149082559663375,#源头实力厂家 #门窗 #车间实拍 #平开批发,2025-06-07 18:15:42,"['源头实力厂家', '门窗', '车间实拍']",佛山欧缇雅系统门窗南宁工厂,44,8,14,2,"['居家', '装修设计', '家装主材']",做生意不玩套路。 真心实意对待美味客户。 不贪图暴利。 致力于长久合作。 您的任何建议我都功深灵听。 您帮忙带来的口碑我格外珍惜。 靠谱是立足之本。 朋友是最大财富。,https://www.douyin.com/video/7513149082559663375,True,00:00:13,视频,1749291342
100604450323,佛山欧缇雅系统门窗南宁工厂,2025-08-25 17:10:15,7513907099526974755,品质服务，我们全力以赴#源头工厂 #门窗 #工厂实拍视频 #批发,2025-06-09 19:17:22,"['源头工厂', '门窗', '工厂实拍视频', '批发']",佛山欧缇雅系统门窗南宁工厂,58,11,9,-1,"['居家', '装修设计', '家装主材']",品质是底气 服务是初心。 您需要的 我们全力做到。 您担心的 我们提前想到 不满意。 请您直接告诉我 满意了 请告诉需要的朋友。,https://www.douyin.com/video/7513907099526974755,True,00:00:09,视频,1749467842
