商家UID,商家名称,collection_time,id,desc,create_time,text_extra,nickname,digg_count,comment_count,collect_count,share_count,tag,转录文本,share_url,has_transcript,video_duration,video_type,create_timestamp
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7432237405912010034,万科翡翠中央别墅浇筑现场 #南宁别墅改造 #浇筑现场 #新哥土建,2024-11-01 17:19:12,"['南宁别墅改造', '浇筑现场', '新哥土建']",新哥建筑（专业做别墅自建房）,121,21,24,12,"['随拍', '生活记录', '日常vlog']",大家好 我是在南宁做土建的新哥 今天来到万科匪最中央 看到我们正在交注施工的现场。 我们现在交注的是一个屋顶 今天我们用的是一个c30k8系列的混凝土 这个抗盛混凝土可以起到一个很好的防水效果。 在南宁需要别墅土建的丑私信。 我们现在交注的是一个c30k8系列的混凝土 这个抗盛混凝土可以起到一个很好的防水效果。,https://www.douyin.com/video/7432237405912010034,True,00:00:29,视频,1730452752
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7433312811062742282,五象和悦隔层板面改造 #隔层板面改造 #别墅改造 #新哥土建,2024-11-04 14:50:26,"['隔层板面改造', '别墅改造', '新哥土建']",新哥建筑（专业做别墅自建房）,46,5,5,-1,"['居家', '装修设计', '装修过程']",师傅水平还可以吧 大家好 我是在南宁做土建改造的新哥 来看一下我们这套工地做一个隔层改造。 现在我们版面的钢筋已经绑架完成 我们严格要求工人绑架控制18x18这个减剧 还有我们这个钢筋平整度绑架的航平数值。 看一下我们这个师傅水平还可以吧。 在南宁需要别墅土建和自建房施工了 请找新哥。,https://www.douyin.com/video/7433312811062742282,True,00:00:26,视频,1730703026
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7434044463409990964,建发五象和悦别墅改造 #别墅改造 #别墅施工 #新哥土建,2024-11-06 14:12:50,"['别墅改造', '别墅施工', '新哥土建']",新哥建筑（专业做别墅自建房）,56,2,11,1,"['居家', '装修设计', '装修过程']",大家好 我是在南宁做土建的新哥 今天我们来到五项合约这边 看到我们正在绑架钢筋的工地。 这个是我们正在绑架钢筋的一个楼梯 他现在还没有定好模板 这边呢 我们正在做的一个反梁 为什么会做反梁 主要是影响这个成高的状态下能起到一个很好的受力效果 后续我们会。 提示跟进给各位粉丝看一下我们就完工之后的效果 在南宁有别墅土建改造和事件房施工的清高新哥。,https://www.douyin.com/video/7434044463409990964,True,00:00:28,视频,1730873570
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7434846802643340578,汽车泵浇筑 #别墅改造 #建筑施工现场 #新哥土建,2024-11-08 18:06:47,"['别墅改造', '建筑施工现场', '新哥土建']",新哥建筑（专业做别墅自建房）,79,6,11,3,"['随拍', '生活记录', '日常vlog']",这么大的汽车泵 你们见过吗 我是在南宁做土建的新哥 今天我们万科翡翠中央交注一套别墅。 这台汽车泵有62米的臂长 今天是用台来交注这个商品团领土 这个商品团领土到时候会从这个管子里面出来 直接灌到那个板面上面去。 用这个汽车泵的相比 传统的这个员工搅拌 它会拌的比较均匀 这个强度会达到更高 在南宁想做别墅改造和自建房施工的请找新哥。,https://www.douyin.com/video/7434846802643340578,True,00:00:34,视频,1731060407
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7437441813171948815,别墅案例分享 #自建别墅 #别墅设计施工 #新哥土建,2024-11-16 12:00:00,"['自建别墅', '别墅设计施工', '新哥土建']",新哥建筑（专业做别墅自建房）,279,22,27,17,"['居家', '装修设计', '室内装修效果']",大家好 我是建别墅的新哥。 这套是我们在仙湖的一个 再建的一个别墅。 现在在七砖 占地面积大概有300多平方。 我们这个卖抢期已经做了一部分了。 上面的还在七砖。 看一下我们落地后的效果。 有需要建别墅的评论区实现新哥啊。 新哥为你出方案。,https://www.douyin.com/video/7437441813171948815,True,00:00:26,视频,1731729600
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7438898189542935843,外墙漆工艺介绍 #自建别墅 #别墅施工 #新哥土建,2024-11-19 16:06:05,"['自建别墅', '别墅施工', '新哥土建']",新哥建筑（专业做别墅自建房）,46,12,8,-1,"['居家', '装修设计', '室内装修效果']",这个外向机做的不错 看起来很美观啊 哎 七哥 来了 你好 这是我们做这个外向机的副老板 然后你介绍一下我们这个工艺 我们这个是一个40以零零一的磨边 这个冠军时。 然后这个浮雕用的是我们的发泡陶石线条 包括这个构建都是我们用发泡陶石。 设计出来的就是做的不错 需要见别的朋友啊 评论区实现新歌 新歌为你出方案。,https://www.douyin.com/video/7438898189542935843,True,00:00:28,视频,1732003565
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7441097685500742946,五象和悦地下室隔层施工 #别墅改造 #别墅施工 #新哥建筑,2024-11-25 14:22:14,"['别墅改造', '别墅施工', '新哥建筑']",新哥建筑（专业做别墅自建房）,28,6,4,1,"['居家', '装修设计', '装修过程']",大家好 我是在南宁做土建的清哥 今天我们来到五项合约 看一号正在施工的工地。 这位业主打算在地下是做个隔长 现在我们已经施工到隔长的这个楼板板均制作。 看一下我们这个施工工艺 我们会在梁端区域做一个特别加密区保证工程质量。 在哪里需要做土建改造和自建房施工呢 请找新哥。,https://www.douyin.com/video/7441097685500742946,True,00:00:28,视频,1732515734
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7442251852395072783,龙潭三兄弟别墅 #农村自建别墅 #广西农村别墅自建 #新哥土建,2024-11-28 16:59:37,"['农村自建别墅', '广西农村别墅自建', '新哥土建']",新哥建筑（专业做别墅自建房）,125,38,20,6,"['居家', '装修设计', '室内装修效果']",我身后这三套别墅三个兄弟一人一套 我是建别墅的新哥 身后这三套是我们在龙潭这边刚刚完成外城的三套别墅啊 我们这个主体花了三个月。 这个外城期花了一个多月 这是一个新欧式风格。 已经准备完工了 这三套别墅已经。 准备开始装窗户了 后续为大家来看一下我们的装修后的落地效果。 有需要建别墅的评论其实现新哥新哥亲自为你出方案了。,https://www.douyin.com/video/7442251852395072783,True,00:00:33,视频,1732784377
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7443063048039828776,博白龙潭别墅案例介绍 #农村自建别墅 #自建别墅 #新哥土建,2024-12-01 15:00:00,"['农村自建别墅', '自建别墅', '新哥土建']",新哥建筑（专业做别墅自建房）,971,211,189,61,"['居家', '装修设计', '室内装修效果']",大家好 我是建别墅的新哥。 今天带大家来龙潭这边看一看我们即将完工的一套别墅。 这栋别墅四层高 整体采用一个欧式风格。 整个项目花了半年时间。 因为是两重地合建 特地做了两个门头。 这个门是2米6乘以3米高的一个高度。 两个大厅是合在一起的 背景墙3米高。 带大家来看一下这个厨房 这个厨房20几平。 镜头跟我到二楼 这两套房间它是左右对称。 二楼三楼四楼都是同样的一个布局。 有三个房间 两个卫生间 外加一个阳台。 都是有一个50平左右的一个客厅。 二三四楼都有一个阳台 这个阳台的宽度是2米。 看一下我们这个柱子做的漂不漂亮。 我们是一体胶柱的 直径是50乘以50的。 最后带大家来看一下我们这个顶楼的视野。 需要建别墅的朋友啊 评论区私信心歌。 心歌心智上门为你出方案。,https://www.douyin.com/video/7443063048039828776,True,00:00:54,视频,1733036400
2126876815921524,新哥建筑（专业做别墅自建房）,2025-08-25 17:05:15,7445120690056989986,别墅客厅不做挑空可以这样做 #农村自建别墅 #别墅施工 #新哥土建,2024-12-06 10:33:30,"['农村自建别墅', '别墅施工', '新哥土建']",新哥建筑（专业做别墅自建房）,29,1,9,6,"['居家', '装修设计', '室内装修效果']",做别墅又不想做调空客厅的。 可以参照一下我们这个设计。 我们这个客厅整体采用了一个。 齐砖上墙客厅背景墙5米宽3米2高。 采用原版上墙。 做了一个水墨山水化的风格。 整体一样美观。 我们这个客厅采用一个铝扣吊顶。 通过这个灯光设计让我们这个。 客厅更美观大气。 想要做别墅的评论区实现新歌。 新歌上门为你出方案。,https://www.douyin.com/video/7445120690056989986,True,00:00:27,视频,1733452410
